provider_id,function_name,symbol,date_start,date_end,attempt_ts,network_enabled,status,failure_class,http_status_if_available,response_type_if_available,rows_returned,schema_valid,retry_allowed,fallback_provider,notes,request_sequence,batch_request_sequence,market_exchange,endpoint_family,elapsed_seconds,response_byte_length_if_available,latest_returned_trade_date,exception_type,terminal_exception_message,retry_count,accepted,rejection_reason,upstream_source,akshare_version,request_parameters,network_context
akshare,stock_zh_a_hist_tx,002736.SZ,2026-07-14,2026-07-14,2026-07-15T15:21:07.563+00:00,true,PASS,PROVIDER_OK,,DataFrame,1,true,false,,normalized_tencent_stock_ohlcv;amount_unavailable_from_official_akshare_function,71,30,SZ,web.ifzq.gtimg.cn;proxy.finance.qq.com,0.53533,unavailable_at_akshare_dataframe_boundary,2026-07-14,,,0,true,,Tencent,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""start_date"":""20260714"",""symbol"":""sz002736"",""timeout"":30}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""proxy.finance.qq.com""}"
akshare,stock_zh_a_hist_tx,002812.SZ,2026-07-14,2026-07-14,2026-07-15T15:21:08.302+00:00,true,PASS,PROVIDER_OK,,DataFrame,1,true,false,,normalized_tencent_stock_ohlcv;amount_unavailable_from_official_akshare_function,72,31,SZ,web.ifzq.gtimg.cn;proxy.finance.qq.com,0.413014,unavailable_at_akshare_dataframe_boundary,2026-07-14,,,0,true,,Tencent,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""start_date"":""20260714"",""symbol"":""sz002812"",""timeout"":30}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""proxy.finance.qq.com""}"
akshare,stock_zh_a_hist_tx,002821.SZ,2026-07-14,2026-07-14,2026-07-15T15:21:08.921+00:00,true,PASS,PROVIDER_OK,,DataFrame,1,true,false,,normalized_tencent_stock_ohlcv;amount_unavailable_from_official_akshare_function,73,32,SZ,web.ifzq.gtimg.cn;proxy.finance.qq.com,0.50505,unavailable_at_akshare_dataframe_boundary,2026-07-14,,,0,true,,Tencent,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""start_date"":""20260714"",""symbol"":""sz002821"",""timeout"":30}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""proxy.finance.qq.com""}"
akshare,stock_zh_a_hist_tx,002841.SZ,2026-07-14,2026-07-14,2026-07-15T15:21:09.629+00:00,true,PASS,PROVIDER_OK,,DataFrame,1,true,false,,normalized_tencent_stock_ohlcv;amount_unavailable_from_official_akshare_function,74,33,SZ,web.ifzq.gtimg.cn;proxy.finance.qq.com,0.390065,unavailable_at_akshare_dataframe_boundary,2026-07-14,,,0,true,,Tencent,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""start_date"":""20260714"",""symbol"":""sz002841"",""timeout"":30}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""proxy.finance.qq.com""}"
akshare,stock_zh_a_hist_tx,002916.SZ,2026-07-14,2026-07-14,2026-07-15T15:21:10.223+00:00,true,PASS,PROVIDER_OK,,DataFrame,1,true,false,,normalized_tencent_stock_ohlcv;amount_unavailable_from_official_akshare_function,75,34,SZ,web.ifzq.gtimg.cn;proxy.finance.qq.com,0.389241,unavailable_at_akshare_dataframe_boundary,2026-07-14,,,0,true,,Tencent,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""start_date"":""20260714"",""symbol"":""sz002916"",""timeout"":30}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""proxy.finance.qq.com""}"
akshare,stock_zh_a_hist_tx,002920.SZ,2026-07-14,2026-07-14,2026-07-15T15:21:10.817+00:00,true,PASS,PROVIDER_OK,,DataFrame,1,true,false,,normalized_tencent_stock_ohlcv;amount_unavailable_from_official_akshare_function,76,35,SZ,web.ifzq.gtimg.cn;proxy.finance.qq.com,0.309898,unavailable_at_akshare_dataframe_boundary,2026-07-14,,,0,true,,Tencent,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""start_date"":""20260714"",""symbol"":""sz002920"",""timeout"":30}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""proxy.finance.qq.com""}"
akshare,stock_zh_a_hist_tx,300015.SZ,2026-07-14,2026-07-14,2026-07-15T15:21:11.327+00:00,true,PASS,PROVIDER_OK,,DataFrame,1,true,false,,normalized_tencent_stock_ohlcv;amount_unavailable_from_official_akshare_function,77,36,SZ,web.ifzq.gtimg.cn;proxy.finance.qq.com,0.436129,unavailable_at_akshare_dataframe_boundary,2026-07-14,,,0,true,,Tencent,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""start_date"":""20260714"",""symbol"":""sz300015"",""timeout"":30}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""proxy.finance.qq.com""}"
akshare,stock_zh_a_hist_tx,300033.SZ,2026-07-14,2026-07-14,2026-07-15T15:21:11.969+00:00,true,PASS,PROVIDER_OK,,DataFrame,1,true,false,,normalized_tencent_stock_ohlcv;amount_unavailable_from_official_akshare_function,78,37,SZ,web.ifzq.gtimg.cn;proxy.finance.qq.com,0.538658,unavailable_at_akshare_dataframe_boundary,2026-07-14,,,0,true,,Tencent,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""start_date"":""20260714"",""symbol"":""sz300033"",""timeout"":30}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""proxy.finance.qq.com""}"
akshare,stock_zh_a_hist_tx,300059.SZ,2026-07-14,2026-07-14,2026-07-15T15:21:12.712+00:00,true,PASS,PROVIDER_OK,,DataFrame,1,true,false,,normalized_tencent_stock_ohlcv;amount_unavailable_from_official_akshare_function,79,38,SZ,web.ifzq.gtimg.cn;proxy.finance.qq.com,0.42137,unavailable_at_akshare_dataframe_boundary,2026-07-14,,,0,true,,Tencent,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""start_date"":""20260714"",""symbol"":""sz300059"",""timeout"":30}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""proxy.finance.qq.com""}"
akshare,stock_zh_a_hist_tx,300122.SZ,2026-07-14,2026-07-14,2026-07-15T15:21:13.339+00:00,true,PASS,PROVIDER_OK,,DataFrame,1,true,false,,normalized_tencent_stock_ohlcv;amount_unavailable_from_official_akshare_function,80,39,SZ,web.ifzq.gtimg.cn;proxy.finance.qq.com,0.526832,unavailable_at_akshare_dataframe_boundary,2026-07-14,,,0,true,,Tencent,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""start_date"":""20260714"",""symbol"":""sz300122"",""timeout"":30}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""proxy.finance.qq.com""}"
akshare,stock_zh_a_hist_tx,300502.SZ,2026-07-14,2026-07-14,2026-07-15T15:21:14.071+00:00,true,PASS,PROVIDER_OK,,DataFrame,1,true,false,,normalized_tencent_stock_ohlcv;amount_unavailable_from_official_akshare_function,81,40,SZ,web.ifzq.gtimg.cn;proxy.finance.qq.com,0.549482,unavailable_at_akshare_dataframe_boundary,2026-07-14,,,0,true,,Tencent,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""start_date"":""20260714"",""symbol"":""sz300502"",""timeout"":30}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""proxy.finance.qq.com""}"
akshare,stock_zh_a_hist_tx,300628.SZ,2026-07-14,2026-07-14,2026-07-15T15:21:14.825+00:00,true,PASS,PROVIDER_OK,,DataFrame,1,true,false,,normalized_tencent_stock_ohlcv;amount_unavailable_from_official_akshare_function,82,41,SZ,web.ifzq.gtimg.cn;proxy.finance.qq.com,0.391165,unavailable_at_akshare_dataframe_boundary,2026-07-14,,,0,true,,Tencent,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""start_date"":""20260714"",""symbol"":""sz300628"",""timeout"":30}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""proxy.finance.qq.com""}"
