refined_factor_id,source_factor_id,refinement_type,factor_family,group_type,group_value,row_count,unique_symbols,unique_trade_dates,mean_forward_return_1d,median_forward_return_1d,hit_rate_1d,mean_forward_return_5d,median_forward_return_5d,hit_rate_5d,mean_forward_return_20d,median_forward_return_20d,hit_rate_20d,mean_benchmark_excess_return_1d,median_benchmark_excess_return_1d,positive_excess_rate_1d,mean_benchmark_excess_return_5d,median_benchmark_excess_return_5d,positive_excess_rate_5d,mean_benchmark_excess_return_20d,median_benchmark_excess_return_20d,positive_excess_rate_20d
alpha_downside_vol_adjusted_strength_20d__horizon_specific,alpha_downside_vol_adjusted_strength_20d,horizon_specific,downside_volatility_adjusted_signal,factor_quantile,5,1000,48,100,0.0010655032,-0.0012690100,0.4610000000,0.0072135618,0.0006943592,0.5050000000,0.0117594916,-0.0063444490,0.4720000000,0.0004558832,-0.0021858713,0.4540000000,0.0036501848,-0.0032085932,0.4820000000,0.0034089357,-0.0233532775,0.4270000000
alpha_downside_vol_adjusted_strength_20d__horizon_specific,alpha_downside_vol_adjusted_strength_20d,horizon_specific,downside_volatility_adjusted_signal,factor_bucket,HIGH_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,2000,50,100,0.0009274026,-0.0010047477,0.4720000000,0.0047783276,-0.0008960833,0.4880000000,0.0051119936,-0.0157977982,0.4325000000,0.0003177826,-0.0025575962,0.4455000000,0.0012149506,-0.0050322192,0.4575000000,-0.0032385623,-0.0278247002,0.3970000000
alpha_downside_vol_adjusted_strength_20d__horizon_specific,alpha_downside_vol_adjusted_strength_20d,horizon_specific,downside_volatility_adjusted_signal,factor_bucket,INSUFFICIENT_REFINED_FACTOR_EVIDENCE_REVIEW_ONLY,1000,50,20,-0.0009481177,0.0000000000,0.4750000000,0.0003128218,-0.0008543283,0.4820000000,0.0233516446,0.0157057202,0.6170000000,-0.0008998130,-0.0012488481,0.4450000000,-0.0040650394,-0.0060829583,0.4170000000,-0.0066081556,-0.0128133196,0.4260000000
alpha_downside_vol_adjusted_strength_20d__horizon_specific,alpha_downside_vol_adjusted_strength_20d,horizon_specific,downside_volatility_adjusted_signal,factor_bucket,LOW_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,2000,50,100,-0.0003354693,-0.0018078514,0.4410000000,-0.0021199453,-0.0054340979,0.4335000000,-0.0208672943,-0.0340240080,0.3280000000,-0.0009450893,-0.0022042939,0.4270000000,-0.0056833223,-0.0084613356,0.3900000000,-0.0292178502,-0.0380680005,0.3065000000
alpha_downside_vol_adjusted_strength_20d__horizon_specific,alpha_downside_vol_adjusted_strength_20d,horizon_specific,downside_volatility_adjusted_signal,factor_bucket,MEDIUM_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,1000,50,100,-0.0007013441,-0.0017055247,0.4580000000,-0.0030026663,-0.0058543822,0.4480000000,-0.0091846999,-0.0302964846,0.3610000000,-0.0013109642,-0.0022648734,0.4330000000,-0.0065660433,-0.0075069555,0.4030000000,-0.0175352558,-0.0396868398,0.3310000000
alpha_downside_vol_adjusted_strength_20d__liquidity_filtered,alpha_downside_vol_adjusted_strength_20d,liquidity_filtered,downside_volatility_adjusted_signal,factor_quantile,1,800,38,100,-0.0002753806,-0.0014383305,0.4512500000,-0.0012177461,-0.0052233799,0.4225000000,-0.0245796310,-0.0364866311,0.3087500000,-0.0008850006,-0.0025147920,0.4287500000,-0.0047811231,-0.0088408093,0.3737500000,-0.0329301869,-0.0435791365,0.2687500000
alpha_downside_vol_adjusted_strength_20d__liquidity_filtered,alpha_downside_vol_adjusted_strength_20d,liquidity_filtered,downside_volatility_adjusted_signal,factor_quantile,2,800,39,100,0.0003165236,-0.0013499791,0.4662500000,0.0000092076,-0.0017636698,0.4750000000,-0.0072101001,-0.0300163044,0.4000000000,-0.0002930964,-0.0017298675,0.4412500000,-0.0035541694,-0.0068013268,0.4287500000,-0.0155606560,-0.0314859723,0.3687500000
alpha_downside_vol_adjusted_strength_20d__liquidity_filtered,alpha_downside_vol_adjusted_strength_20d,liquidity_filtered,downside_volatility_adjusted_signal,factor_quantile,3,800,39,100,0.0004642923,-0.0014567546,0.4675000000,0.0018788146,-0.0012201612,0.4900000000,0.0070638349,-0.0226786547,0.4287500000,-0.0001453278,-0.0022651197,0.4450000000,-0.0016845624,-0.0050416956,0.4437500000,-0.0012867210,-0.0279393631,0.3937500000
alpha_downside_vol_adjusted_strength_20d__liquidity_filtered,alpha_downside_vol_adjusted_strength_20d,liquidity_filtered,downside_volatility_adjusted_signal,factor_quantile,4,800,39,100,0.0010351599,-0.0008257674,0.4800000000,0.0054410484,-0.0013536972,0.4775000000,0.0122198757,-0.0156189292,0.4325000000,0.0004255399,-0.0022004173,0.4462500000,0.0018776714,-0.0052565234,0.4462500000,0.0038693198,-0.0265544190,0.4075000000
alpha_downside_vol_adjusted_strength_20d__liquidity_filtered,alpha_downside_vol_adjusted_strength_20d,liquidity_filtered,downside_volatility_adjusted_signal,factor_quantile,5,700,37,100,0.0013358635,-0.0021024338,0.4542857143,0.0086652095,0.0017247186,0.5142857143,0.0124553972,-0.0065950118,0.4814285714,0.0007262435,-0.0034564707,0.4400000000,0.0051018326,-0.0015405734,0.4900000000,0.0041048413,-0.0236924356,0.4371428571
alpha_downside_vol_adjusted_strength_20d__liquidity_filtered,alpha_downside_vol_adjusted_strength_20d,liquidity_filtered,downside_volatility_adjusted_signal,factor_bucket,HIGH_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,1500,39,100,0.0011754882,-0.0013848833,0.4680000000,0.0069456569,-0.0001860892,0.4946666667,0.0123297857,-0.0125542793,0.4553333333,0.0005658682,-0.0026035083,0.4433333333,0.0033822799,-0.0042813752,0.4666666667,0.0039792298,-0.0252451256,0.4213333333
alpha_downside_vol_adjusted_strength_20d__liquidity_filtered,alpha_downside_vol_adjusted_strength_20d,liquidity_filtered,downside_volatility_adjusted_signal,factor_bucket,INSUFFICIENT_REFINED_FACTOR_EVIDENCE_REVIEW_ONLY,2100,50,120,-0.0012538933,-0.0010805778,0.4519047619,-0.0039656125,-0.0039062524,0.4385714286,-0.0076464849,-0.0110043006,0.4314285714,-0.0015502158,-0.0018995664,0.4314285714,-0.0079168391,-0.0080459398,0.3895238095,-0.0262871571,-0.0287843279,0.3366666667
alpha_downside_vol_adjusted_strength_20d__liquidity_filtered,alpha_downside_vol_adjusted_strength_20d,liquidity_filtered,downside_volatility_adjusted_signal,factor_bucket,LOW_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,1600,39,100,0.0000205715,-0.0013751144,0.4587500000,-0.0006042693,-0.0043303203,0.4487500000,-0.0158948656,-0.0339074468,0.3543750000,-0.0005890485,-0.0019424754,0.4350000000,-0.0041676462,-0.0077624798,0.4012500000,-0.0242454215,-0.0376471611,0.3187500000
alpha_downside_vol_adjusted_strength_20d__liquidity_filtered,alpha_downside_vol_adjusted_strength_20d,liquidity_filtered,downside_volatility_adjusted_signal,factor_bucket,MEDIUM_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,800,39,100,0.0004642923,-0.0014567546,0.4675000000,0.0018788146,-0.0012201612,0.4900000000,0.0070638349,-0.0226786547,0.4287500000,-0.0001453278,-0.0022651197,0.4450000000,-0.0016845624,-0.0050416956,0.4437500000,-0.0012867210,-0.0279393631,0.3937500000
alpha_downside_vol_adjusted_strength_20d__review_queue_conditioned,alpha_downside_vol_adjusted_strength_20d,review_queue_conditioned,downside_volatility_adjusted_signal,factor_quantile,1,300,12,100,-0.0011600558,-0.0021999946,0.4466666667,-0.0036227262,-0.0042984061,0.4233333333,-0.0363629837,-0.0442922098,0.3033333333,-0.0017696758,-0.0035510055,0.4200000000,-0.0071861032,-0.0123954864,0.3666666667,-0.0447135396,-0.0534677614,0.2400000000
alpha_downside_vol_adjusted_strength_20d__review_queue_conditioned,alpha_downside_vol_adjusted_strength_20d,review_queue_conditioned,downside_volatility_adjusted_signal,factor_quantile,2,300,13,100,-0.0000916516,-0.0016684870,0.4366666667,-0.0038095028,-0.0060864393,0.4600000000,-0.0049083299,-0.0216187157,0.4300000000,-0.0007012716,-0.0034187608,0.4400000000,-0.0073728798,-0.0079327717,0.4133333333,-0.0132588858,-0.0282214198,0.3766666667
alpha_downside_vol_adjusted_strength_20d__review_queue_conditioned,alpha_downside_vol_adjusted_strength_20d,review_queue_conditioned,downside_volatility_adjusted_signal,factor_quantile,3,200,13,100,0.0024381099,0.0020757464,0.5300000000,0.0072893699,0.0058257964,0.5500000000,0.0450480605,-0.0103380228,0.4700000000,0.0018284899,-0.0008437281,0.4950000000,0.0037259929,0.0008891664,0.5050000000,0.0366975046,-0.0128996052,0.4750000000
alpha_downside_vol_adjusted_strength_20d__review_queue_conditioned,alpha_downside_vol_adjusted_strength_20d,review_queue_conditioned,downside_volatility_adjusted_signal,factor_quantile,4,300,13,100,0.0015754857,0.0000000000,0.4933333333,0.0124528377,0.0022369985,0.5133333333,0.0304713969,-0.0051757343,0.4933333333,0.0009658657,-0.0016012248,0.4733333333,0.0088894607,-0.0025454213,0.4900000000,0.0221208410,0.0011124812,0.5033333333
alpha_downside_vol_adjusted_strength_20d__review_queue_conditioned,alpha_downside_vol_adjusted_strength_20d,review_queue_conditioned,downside_volatility_adjusted_signal,factor_quantile,5,200,12,100,0.0037553801,0.0024898938,0.5300000000,0.0183449771,0.0129601465,0.5550000000,0.0390164343,0.0330764286,0.5850000000,0.0031457601,-0.0010565500,0.4800000000,0.0147816001,0.0082679492,0.5450000000,0.0306658784,0.0279964441,0.5450000000
alpha_downside_vol_adjusted_strength_20d__review_queue_conditioned,alpha_downside_vol_adjusted_strength_20d,review_queue_conditioned,downside_volatility_adjusted_signal,factor_bucket,HIGH_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,500,13,100,0.0024474434,0.0003940340,0.5080000000,0.0148096935,0.0074347011,0.5300000000,0.0338894118,0.0180591304,0.5300000000,0.0018378234,-0.0015066909,0.4760000000,0.0112463165,0.0041115417,0.5120000000,0.0255388559,0.0103049124,0.5200000000
alpha_downside_vol_adjusted_strength_20d__review_queue_conditioned,alpha_downside_vol_adjusted_strength_20d,review_queue_conditioned,downside_volatility_adjusted_signal,factor_bucket,INSUFFICIENT_REFINED_FACTOR_EVIDENCE_REVIEW_ONLY,4700,50,120,-0.0003832823,-0.0015022535,0.4540425532,-0.0008523685,-0.0036432473,0.4538297872,-0.0065779959,-0.0177364992,0.4085106383,-0.0008529183,-0.0020261483,0.4314893617,-0.0045890400,-0.0072038058,0.4093617021,-0.0195262633,-0.0312713557,0.3455319149
alpha_downside_vol_adjusted_strength_20d__review_queue_conditioned,alpha_downside_vol_adjusted_strength_20d,review_queue_conditioned,downside_volatility_adjusted_signal,factor_bucket,LOW_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,600,13,100,-0.0006258537,-0.0018096593,0.4416666667,-0.0037161145,-0.0048576180,0.4416666667,-0.0206356568,-0.0327820475,0.3666666667,-0.0012354737,-0.0034887224,0.4300000000,-0.0072794915,-0.0110237547,0.3900000000,-0.0289862127,-0.0441962064,0.3083333333
alpha_downside_vol_adjusted_strength_20d__review_queue_conditioned,alpha_downside_vol_adjusted_strength_20d,review_queue_conditioned,downside_volatility_adjusted_signal,factor_bucket,MEDIUM_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,200,13,100,0.0024381099,0.0020757464,0.5300000000,0.0072893699,0.0058257964,0.5500000000,0.0450480605,-0.0103380228,0.4700000000,0.0018284899,-0.0008437281,0.4950000000,0.0037259929,0.0008891664,0.5050000000,0.0366975046,-0.0128996052,0.4750000000
alpha_downside_vol_adjusted_strength_20d__risk_filtered,alpha_downside_vol_adjusted_strength_20d,risk_filtered,downside_volatility_adjusted_signal,factor_quantile,1,984,46,100,-0.0005052831,-0.0019209010,0.4298780488,-0.0023355546,-0.0064239944,0.4126016260,-0.0234221767,-0.0307671504,0.2997967480,-0.0011484526,-0.0025986056,0.4258130081,-0.0058446531,-0.0087348578,0.3658536585,-0.0316888444,-0.0376849172,0.2896341463
alpha_downside_vol_adjusted_strength_20d__risk_filtered,alpha_downside_vol_adjusted_strength_20d,risk_filtered,downside_volatility_adjusted_signal,factor_quantile,2,955,50,100,-0.0005420325,-0.0018083183,0.4439790576,-0.0034986395,-0.0052424640,0.4460732984,-0.0193205352,-0.0379413974,0.3549738220,-0.0011207988,-0.0020494460,0.4188481675,-0.0069685101,-0.0083401806,0.4041884817,-0.0273927359,-0.0378249691,0.3256544503
alpha_downside_vol_adjusted_strength_20d__risk_filtered,alpha_downside_vol_adjusted_strength_20d,risk_filtered,downside_volatility_adjusted_signal,factor_quantile,3,941,50,100,-0.0004251371,-0.0015163002,0.4580233794,-0.0025653260,-0.0049875312,0.4505844846,-0.0106247098,-0.0305404862,0.3538788523,-0.0010793212,-0.0022430661,0.4335812965,-0.0060793259,-0.0072906010,0.4048884166,-0.0190930351,-0.0394559302,0.3262486716
alpha_downside_vol_adjusted_strength_20d__risk_filtered,alpha_downside_vol_adjusted_strength_20d,risk_filtered,downside_volatility_adjusted_signal,factor_quantile,4,955,50,100,0.0010175443,-0.0009140768,0.4827225131,0.0022040650,-0.0016776358,0.4785340314,-0.0018570676,-0.0202429150,0.3968586387,0.0004387780,-0.0026241324,0.4429319372,-0.0012658056,-0.0057610294,0.4356020942,-0.0099292682,-0.0320373589,0.3664921466
alpha_downside_vol_adjusted_strength_20d__risk_filtered,alpha_downside_vol_adjusted_strength_20d,risk_filtered,downside_volatility_adjusted_signal,factor_quantile,5,900,48,100,0.0007785265,-0.0010478951,0.4655555556,0.0051973478,-0.0015498839,0.4777777778,0.0055842044,-0.0156314076,0.4400000000,0.0001111308,-0.0020215273,0.4533333333,0.0016569289,-0.0054175946,0.4600000000,-0.0026646844,-0.0281247956,0.3977777778
alpha_downside_vol_adjusted_strength_20d__risk_filtered,alpha_downside_vol_adjusted_strength_20d,risk_filtered,downside_volatility_adjusted_signal,factor_bucket,HIGH_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,1855,50,100,0.0009015788,-0.0009915716,0.4743935310,0.0036563316,-0.0016090105,0.4781671159,0.0017532530,-0.0186116700,0.4177897574,0.0002798117,-0.0024267852,0.4479784367,0.0001522327,-0.0056512052,0.4474393531,-0.0064046723,-0.0301728288,0.3816711590
alpha_downside_vol_adjusted_strength_20d__risk_filtered,alpha_downside_vol_adjusted_strength_20d,risk_filtered,downside_volatility_adjusted_signal,factor_bucket,INSUFFICIENT_REFINED_FACTOR_EVIDENCE_REVIEW_ONLY,1265,50,111,-0.0005716446,-0.0001783485,0.4750988142,0.0030812515,0.0000000000,0.4980237154,0.0244272284,0.0160784314,0.5984189723,-0.0006073991,-0.0014001715,0.4466403162,-0.0013624555,-0.0047625693,0.4411067194,-0.0014759980,-0.0129782378,0.4371541502
alpha_downside_vol_adjusted_strength_20d__risk_filtered,alpha_downside_vol_adjusted_strength_20d,risk_filtered,downside_volatility_adjusted_signal,factor_bucket,LOW_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,1939,50,100,-0.0005233830,-0.0018721583,0.4368231047,-0.0029083994,-0.0056513549,0.4290871583,-0.0214020284,-0.0344147304,0.3269726663,-0.0011348325,-0.0023541487,0.4223826715,-0.0063981773,-0.0085817815,0.3847343992,-0.0295729168,-0.0378249691,0.3073749355
alpha_downside_vol_adjusted_strength_20d__risk_filtered,alpha_downside_vol_adjusted_strength_20d,risk_filtered,downside_volatility_adjusted_signal,factor_bucket,MEDIUM_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,941,50,100,-0.0004251371,-0.0015163002,0.4580233794,-0.0025653260,-0.0049875312,0.4505844846,-0.0106247098,-0.0305404862,0.3538788523,-0.0010793212,-0.0022430661,0.4335812965,-0.0060793259,-0.0072906010,0.4048884166,-0.0190930351,-0.0394559302,0.3262486716
alpha_price_volume_confirmation_5d__downside_risk_filtered,alpha_price_volume_confirmation_5d,downside_risk_filtered,price_volume_confirmation,factor_quantile,1,1127,50,115,-0.0007555713,-0.0015618899,0.4436557232,-0.0015824792,-0.0052267746,0.4409937888,-0.0111088586,-0.0221130221,0.3762200532,-0.0013603861,-0.0022871733,0.4179236912,-0.0050260819,-0.0078406573,0.3957409051,-0.0224029700,-0.0319616643,0.3318544809
alpha_price_volume_confirmation_5d__downside_risk_filtered,alpha_price_volume_confirmation_5d,downside_risk_filtered,price_volume_confirmation,factor_quantile,2,1113,50,115,-0.0005657124,-0.0018975332,0.4312668464,-0.0019746254,-0.0037878788,0.4411500449,-0.0069940285,-0.0203395826,0.3953279425,-0.0012226376,-0.0026406447,0.4177897574,-0.0054696092,-0.0086452523,0.3845462713,-0.0182527643,-0.0306290956,0.3459119497
alpha_price_volume_confirmation_5d__downside_risk_filtered,alpha_price_volume_confirmation_5d,downside_risk_filtered,price_volume_confirmation,factor_quantile,3,1102,50,115,0.0009046895,-0.0011887762,0.4664246824,0.0021515798,-0.0023009184,0.4809437387,-0.0042426780,-0.0219624753,0.3938294011,0.0002989533,-0.0013234728,0.4591651543,-0.0012836404,-0.0046725611,0.4555353902,-0.0151781861,-0.0333228784,0.3520871143
alpha_price_volume_confirmation_5d__downside_risk_filtered,alpha_price_volume_confirmation_5d,downside_risk_filtered,price_volume_confirmation,factor_quantile,4,1113,50,115,-0.0002813678,-0.0017857143,0.4573225517,0.0014930144,-0.0030412469,0.4591194969,0.0001127972,-0.0149873601,0.4393530997,-0.0009382930,-0.0022845184,0.4276729560,-0.0020019694,-0.0061814907,0.4294699012,-0.0111459386,-0.0298808189,0.3764600180
alpha_price_volume_confirmation_5d__downside_risk_filtered,alpha_price_volume_confirmation_5d,downside_risk_filtered,price_volume_confirmation,factor_quantile,5,1049,50,115,0.0001183533,-0.0004699248,0.4814108675,-0.0004720598,-0.0044260028,0.4594852240,0.0008046810,-0.0172193878,0.4394661582,-0.0004762062,-0.0027421018,0.4366062917,-0.0038055319,-0.0075273211,0.4070543375,-0.0100089046,-0.0286866662,0.3908484271
alpha_price_volume_confirmation_5d__downside_risk_filtered,alpha_price_volume_confirmation_5d,downside_risk_filtered,price_volume_confirmation,factor_bucket,HIGH_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,2162,50,115,-0.0000874236,-0.0012369879,0.4690101758,0.0005395626,-0.0034901690,0.4592969473,0.0004484984,-0.0156933921,0.4394079556,-0.0007140890,-0.0024818168,0.4320074006,-0.0028770559,-0.0069019134,0.4185938945,-0.0105942510,-0.0294515126,0.3834412581
alpha_price_volume_confirmation_5d__downside_risk_filtered,alpha_price_volume_confirmation_5d,downside_risk_filtered,price_volume_confirmation,factor_bucket,INSUFFICIENT_REFINED_FACTOR_EVIDENCE_REVIEW_ONLY,496,50,88,0.0004185754,0.0005993519,0.5060483871,0.0061906389,0.0037383477,0.5282258065,0.0134398351,0.0008215019,0.5060483871,0.0012963189,-0.0001163780,0.4979838710,-0.0003648995,-0.0019519528,0.4717741935,-0.0077855458,-0.0226915064,0.3790322581
alpha_price_volume_confirmation_5d__downside_risk_filtered,alpha_price_volume_confirmation_5d,downside_risk_filtered,price_volume_confirmation,factor_bucket,LOW_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,2240,50,115,-0.0006612352,-0.0018054055,0.4375000000,-0.0017773269,-0.0044287015,0.4410714286,-0.0090643024,-0.0213046380,0.3857142857,-0.0012919423,-0.0025361324,0.4178571429,-0.0052464595,-0.0084040002,0.3901785714,-0.0203408365,-0.0314220944,0.3388392857
alpha_price_volume_confirmation_5d__downside_risk_filtered,alpha_price_volume_confirmation_5d,downside_risk_filtered,price_volume_confirmation,factor_bucket,MEDIUM_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,1102,50,115,0.0009046895,-0.0011887762,0.4664246824,0.0021515798,-0.0023009184,0.4809437387,-0.0042426780,-0.0219624753,0.3938294011,0.0002989533,-0.0013234728,0.4591651543,-0.0012836404,-0.0046725611,0.4555353902,-0.0151781861,-0.0333228784,0.3520871143
alpha_price_volume_confirmation_5d__horizon_specific,alpha_price_volume_confirmation_5d,horizon_specific,price_volume_confirmation,factor_quantile,1,1150,50,115,-0.0004594309,-0.0015022535,0.4486956522,-0.0004055522,-0.0047742174,0.4434782609,-0.0082090591,-0.0230957969,0.3765217391,-0.0011128028,-0.0022672127,0.4208695652,-0.0039762868,-0.0077902314,0.3991304348,-0.0199240583,-0.0322276322,0.3321739130
alpha_price_volume_confirmation_5d__horizon_specific,alpha_price_volume_confirmation_5d,horizon_specific,price_volume_confirmation,factor_quantile,2,1150,50,115,-0.0002526394,-0.0018078514,0.4365217391,-0.0018963341,-0.0037024515,0.4452173913,-0.0066276263,-0.0193245544,0.4000000000,-0.0009060114,-0.0023981720,0.4252173913,-0.0054670687,-0.0083051399,0.3886956522,-0.0183426254,-0.0301966734,0.3486956522
alpha_price_volume_confirmation_5d__horizon_specific,alpha_price_volume_confirmation_5d,horizon_specific,price_volume_confirmation,factor_quantile,3,1150,50,115,0.0009521450,-0.0009681937,0.4713043478,0.0026419517,-0.0014743934,0.4878260870,-0.0031573347,-0.0208730638,0.4000000000,0.0002987730,-0.0013500979,0.4643478261,-0.0009287829,-0.0042863498,0.4634782609,-0.0148723338,-0.0328014665,0.3504347826
alpha_price_volume_confirmation_5d__horizon_specific,alpha_price_volume_confirmation_5d,horizon_specific,price_volume_confirmation,factor_quantile,4,1150,50,115,-0.0001130887,-0.0013038735,0.4678260870,0.0021805342,-0.0030394010,0.4626086957,0.0023655893,-0.0125451112,0.4504347826,-0.0007664607,-0.0019393326,0.4295652174,-0.0013902004,-0.0057142963,0.4339130435,-0.0093494098,-0.0295756507,0.3860869565
alpha_price_volume_confirmation_5d__horizon_specific,alpha_price_volume_confirmation_5d,horizon_specific,price_volume_confirmation,factor_quantile,5,1140,50,115,0.0004778433,-0.0004129179,0.4833333333,-0.0001320573,-0.0040196915,0.4596491228,0.0001175742,-0.0173687803,0.4368421053,-0.0001857881,-0.0024933678,0.4412280702,-0.0037418639,-0.0080459398,0.4061403509,-0.0114096302,-0.0307885381,0.3842105263
alpha_price_volume_confirmation_5d__horizon_specific,alpha_price_volume_confirmation_5d,horizon_specific,price_volume_confirmation,factor_bucket,HIGH_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,2290,50,115,0.0001810871,-0.0009062747,0.4755458515,0.0010292878,-0.0033115777,0.4611353712,0.0012464901,-0.0147262442,0.4436681223,-0.0004773922,-0.0022229345,0.4353711790,-0.0025608975,-0.0068660155,0.4200873362,-0.0103750217,-0.0299562972,0.3851528384
alpha_price_volume_confirmation_5d__horizon_specific,alpha_price_volume_confirmation_5d,horizon_specific,price_volume_confirmation,factor_bucket,INSUFFICIENT_REFINED_FACTOR_EVIDENCE_REVIEW_ONLY,260,50,15,-0.0044475791,-0.0015265920,0.4230769231,-0.0004662471,0.0016572531,0.5153846154,0.0019038618,0.0001648352,0.5000000000,-0.0015158270,-0.0013289268,0.4576923077,-0.0068285056,-0.0036413529,0.4384615385,-0.0161060245,-0.0201734204,0.3692307692
alpha_price_volume_confirmation_5d__horizon_specific,alpha_price_volume_confirmation_5d,horizon_specific,price_volume_confirmation,factor_bucket,LOW_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,2300,50,115,-0.0003560351,-0.0016995042,0.4426086957,-0.0011509431,-0.0041372086,0.4443478261,-0.0074183427,-0.0210940453,0.3882608696,-0.0010094071,-0.0023632493,0.4230434783,-0.0047216778,-0.0080430367,0.3939130435,-0.0191333419,-0.0310742259,0.3404347826
alpha_price_volume_confirmation_5d__horizon_specific,alpha_price_volume_confirmation_5d,horizon_specific,price_volume_confirmation,factor_bucket,MEDIUM_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,1150,50,115,0.0009521450,-0.0009681937,0.4713043478,0.0026419517,-0.0014743934,0.4878260870,-0.0031573347,-0.0208730638,0.4000000000,0.0002987730,-0.0013500979,0.4643478261,-0.0009287829,-0.0042863498,0.4634782609,-0.0148723338,-0.0328014665,0.3504347826
alpha_price_volume_confirmation_5d__liquidity_filtered,alpha_price_volume_confirmation_5d,liquidity_filtered,price_volume_confirmation,factor_quantile,1,920,39,115,-0.0000657417,-0.0013217331,0.4532608696,0.0008557487,-0.0033503919,0.4608695652,-0.0020940427,-0.0233466570,0.4076086957,-0.0007191137,-0.0019441979,0.4347826087,-0.0027149860,-0.0062483052,0.4173913043,-0.0138090419,-0.0300129512,0.3586956522
alpha_price_volume_confirmation_5d__liquidity_filtered,alpha_price_volume_confirmation_5d,liquidity_filtered,price_volume_confirmation,factor_quantile,2,920,39,115,0.0007154763,-0.0019890607,0.4456521739,0.0013709246,-0.0022421525,0.4684782609,0.0009059057,-0.0192759268,0.4228260870,0.0000621043,-0.0020272392,0.4380434783,-0.0021998101,-0.0074588902,0.4043478261,-0.0108090935,-0.0300579391,0.3663043478
alpha_price_volume_confirmation_5d__liquidity_filtered,alpha_price_volume_confirmation_5d,liquidity_filtered,price_volume_confirmation,factor_quantile,3,910,39,115,0.0007032093,-0.0006195480,0.4813186813,0.0047989927,0.0009526241,0.5043956044,0.0075811794,-0.0134840226,0.4516483516,0.0000369848,-0.0013822677,0.4615384615,0.0011793108,-0.0038068879,0.4747252747,-0.0038985604,-0.0276498784,0.4021978022
alpha_price_volume_confirmation_5d__liquidity_filtered,alpha_price_volume_confirmation_5d,liquidity_filtered,price_volume_confirmation,factor_quantile,4,920,39,115,0.0006631715,-0.0010274261,0.4739130435,0.0049315228,-0.0016056542,0.4782608696,0.0099673532,-0.0024968116,0.4880434783,0.0000097995,-0.0018578056,0.4391304348,0.0013607882,-0.0043089814,0.4521739130,-0.0017476460,-0.0215450582,0.4250000000
alpha_price_volume_confirmation_5d__liquidity_filtered,alpha_price_volume_confirmation_5d,liquidity_filtered,price_volume_confirmation,factor_quantile,5,805,39,115,0.0010385027,0.0000000000,0.4931677019,0.0024144597,-0.0021231423,0.4782608696,0.0098740235,-0.0098135427,0.4695652174,0.0003851308,-0.0025079394,0.4409937888,-0.0011562750,-0.0065707661,0.4285714286,-0.0018409757,-0.0201648874,0.4211180124
alpha_price_volume_confirmation_5d__liquidity_filtered,alpha_price_volume_confirmation_5d,liquidity_filtered,price_volume_confirmation,factor_bucket,HIGH_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,1725,39,115,0.0008383260,-0.0006647003,0.4828985507,0.0037568933,-0.0017905103,0.4782608696,0.0099237993,-0.0054261092,0.4794202899,0.0001849541,-0.0022351477,0.4400000000,0.0001861587,-0.0052619954,0.4411594203,-0.0017911999,-0.0212980855,0.4231884058
alpha_price_volume_confirmation_5d__liquidity_filtered,alpha_price_volume_confirmation_5d,liquidity_filtered,price_volume_confirmation,factor_bucket,INSUFFICIENT_REFINED_FACTOR_EVIDENCE_REVIEW_ONLY,1525,50,120,-0.0020651699,-0.0016646849,0.4334426230,-0.0067339959,-0.0054495913,0.4157377049,-0.0264052444,-0.0228924419,0.3259016393,-0.0021073075,-0.0022854187,0.4203278689,-0.0107806625,-0.0095147415,0.3711475410,-0.0391934702,-0.0386045547,0.2629508197
alpha_price_volume_confirmation_5d__liquidity_filtered,alpha_price_volume_confirmation_5d,liquidity_filtered,price_volume_confirmation,factor_bucket,LOW_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,1840,39,115,0.0003248673,-0.0017808395,0.4494565217,0.0011133366,-0.0027090264,0.4646739130,-0.0005940685,-0.0208333333,0.4152173913,-0.0003285047,-0.0019693599,0.4364130435,-0.0024573980,-0.0069574720,0.4108695652,-0.0123090677,-0.0300421964,0.3625000000
