refined_factor_id,source_factor_id,refinement_type,factor_family,group_type,group_value,row_count,unique_symbols,unique_trade_dates,mean_forward_return_1d,median_forward_return_1d,hit_rate_1d,mean_forward_return_5d,median_forward_return_5d,hit_rate_5d,mean_forward_return_20d,median_forward_return_20d,hit_rate_20d,mean_benchmark_excess_return_1d,median_benchmark_excess_return_1d,positive_excess_rate_1d,mean_benchmark_excess_return_5d,median_benchmark_excess_return_5d,positive_excess_rate_5d,mean_benchmark_excess_return_20d,median_benchmark_excess_return_20d,positive_excess_rate_20d
alpha_vol_adj_momentum_5d__horizon_specific,alpha_vol_adj_momentum_5d,horizon_specific,volatility_adjusted_momentum,factor_quantile,1,1150,50,115,-0.0003365744,-0.0012988940,0.4504347826,-0.0005922602,-0.0046665668,0.4391304348,-0.0103910097,-0.0277451348,0.3634782609,-0.0009899464,-0.0019366778,0.4260869565,-0.0041629949,-0.0078777309,0.4008695652,-0.0221060089,-0.0354873504,0.3269565217
alpha_vol_adj_momentum_5d__horizon_specific,alpha_vol_adj_momentum_5d,horizon_specific,volatility_adjusted_momentum,factor_quantile,2,1150,50,115,-0.0001729246,-0.0014039325,0.4608695652,-0.0002832479,-0.0044495259,0.4478260870,-0.0043933762,-0.0209980678,0.4017391304,-0.0008262965,-0.0026644955,0.4121739130,-0.0038539825,-0.0079780840,0.3965217391,-0.0161083754,-0.0329159459,0.3513043478
alpha_vol_adj_momentum_5d__horizon_specific,alpha_vol_adj_momentum_5d,horizon_specific,volatility_adjusted_momentum,factor_quantile,3,1150,50,115,0.0010839146,-0.0009104320,0.4678260870,0.0024889185,-0.0005093763,0.4886956522,0.0000077106,-0.0142631671,0.4200000000,0.0004305426,-0.0008394024,0.4721739130,-0.0010818161,-0.0037277822,0.4530434783,-0.0117072885,-0.0262325521,0.3695652174
alpha_vol_adj_momentum_5d__horizon_specific,alpha_vol_adj_momentum_5d,horizon_specific,volatility_adjusted_momentum,factor_quantile,4,1150,50,115,0.0000830981,-0.0010468482,0.4721739130,0.0002373961,-0.0025960183,0.4660869565,-0.0077074898,-0.0185156306,0.4165217391,-0.0005702739,-0.0019640678,0.4469565217,-0.0033333385,-0.0057035856,0.4243478261,-0.0194224890,-0.0318202032,0.3504347826
alpha_vol_adj_momentum_5d__horizon_specific,alpha_vol_adj_momentum_5d,horizon_specific,volatility_adjusted_momentum,factor_quantile,5,1144,50,115,-0.0000571376,-0.0019819428,0.4545454545,0.0005417104,-0.0049111769,0.4554195804,0.0070998201,-0.0073820344,0.4641608392,-0.0007200423,-0.0034778103,0.4239510490,-0.0030853502,-0.0097613661,0.4152097902,-0.0044696873,-0.0255457973,0.4047202797
alpha_vol_adj_momentum_5d__horizon_specific,alpha_vol_adj_momentum_5d,horizon_specific,volatility_adjusted_momentum,factor_bucket,HIGH_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,2294,50,115,0.0000131636,-0.0015170848,0.4633827376,0.0003891553,-0.0037548317,0.4607672188,-0.0003231993,-0.0140010098,0.4402789887,-0.0006449622,-0.0026246278,0.4354838710,-0.0032096687,-0.0072833508,0.4197907585,-0.0119656428,-0.0293920001,0.3775065388
alpha_vol_adj_momentum_5d__horizon_specific,alpha_vol_adj_momentum_5d,horizon_specific,volatility_adjusted_momentum,factor_bucket,INSUFFICIENT_REFINED_FACTOR_EVIDENCE_REVIEW_ONLY,256,50,11,-0.0045170726,-0.0019754188,0.4296875000,-0.0004735322,0.0018484980,0.5234375000,0.0015271056,-0.0006297340,0.4921875000,-0.0015323902,-0.0013289268,0.4570312500,-0.0068016938,-0.0032647264,0.4453125000,-0.0163950313,-0.0204985222,0.3632812500
alpha_vol_adj_momentum_5d__horizon_specific,alpha_vol_adj_momentum_5d,horizon_specific,volatility_adjusted_momentum,factor_bucket,LOW_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,2300,50,115,-0.0002547495,-0.0013275806,0.4556521739,-0.0004377540,-0.0045545215,0.4434782609,-0.0073921930,-0.0247156914,0.3826086957,-0.0009081215,-0.0022672127,0.4191304348,-0.0040084887,-0.0079719919,0.3986956522,-0.0191071921,-0.0339568241,0.3391304348
alpha_vol_adj_momentum_5d__horizon_specific,alpha_vol_adj_momentum_5d,horizon_specific,volatility_adjusted_momentum,factor_bucket,MEDIUM_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,1150,50,115,0.0010839146,-0.0009104320,0.4678260870,0.0024889185,-0.0005093763,0.4886956522,0.0000077106,-0.0142631671,0.4200000000,0.0004305426,-0.0008394024,0.4721739130,-0.0010818161,-0.0037277822,0.4530434783,-0.0117072885,-0.0262325521,0.3695652174
alpha_vol_adj_momentum_5d__liquidity_filtered,alpha_vol_adj_momentum_5d,liquidity_filtered,volatility_adjusted_momentum,factor_quantile,1,920,39,115,-0.0000043093,-0.0012256006,0.4586956522,0.0010026105,-0.0030633710,0.4597826087,-0.0042805356,-0.0267800082,0.4076086957,-0.0006576812,-0.0019009321,0.4326086957,-0.0025681241,-0.0075703561,0.4108695652,-0.0159955347,-0.0337706553,0.3489130435
alpha_vol_adj_momentum_5d__liquidity_filtered,alpha_vol_adj_momentum_5d,liquidity_filtered,volatility_adjusted_momentum,factor_quantile,2,920,39,115,0.0000403794,-0.0011347672,0.4717391304,0.0018386918,-0.0027090264,0.4684782609,0.0114233106,-0.0101299282,0.4673913043,-0.0006129926,-0.0023039993,0.4195652174,-0.0017320428,-0.0069722695,0.4217391304,-0.0002916886,-0.0218015578,0.4195652174
alpha_vol_adj_momentum_5d__liquidity_filtered,alpha_vol_adj_momentum_5d,liquidity_filtered,volatility_adjusted_momentum,factor_quantile,3,914,39,115,0.0015977668,-0.0010232120,0.4704595186,0.0037962020,-0.0007688431,0.4879649891,0.0004780873,-0.0178734578,0.4179431072,0.0009324632,-0.0006827590,0.4803063457,0.0001549674,-0.0043011219,0.4485776805,-0.0110548084,-0.0295786560,0.3741794311
alpha_vol_adj_momentum_5d__liquidity_filtered,alpha_vol_adj_momentum_5d,liquidity_filtered,volatility_adjusted_momentum,factor_quantile,4,920,39,115,0.0004424337,-0.0007822205,0.4782608696,0.0033634559,-0.0001860892,0.4923913043,0.0013435888,-0.0117127245,0.4597826087,-0.0002109382,-0.0020249639,0.4456521739,-0.0002072787,-0.0045046004,0.4521739130,-0.0103714104,-0.0258669178,0.3913043478
alpha_vol_adj_momentum_5d__liquidity_filtered,alpha_vol_adj_momentum_5d,liquidity_filtered,volatility_adjusted_momentum,factor_quantile,5,805,39,115,0.0009729272,-0.0021052632,0.4621118012,0.0046188292,-0.0029361390,0.4795031056,0.0183651921,-0.0011647093,0.4919254658,0.0003195552,-0.0031216684,0.4360248447,0.0010480946,-0.0058616928,0.4434782609,0.0066501929,-0.0156365721,0.4434782609
alpha_vol_adj_momentum_5d__liquidity_filtered,alpha_vol_adj_momentum_5d,liquidity_filtered,volatility_adjusted_momentum,factor_bucket,HIGH_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,1725,39,115,0.0006899973,-0.0012400496,0.4707246377,0.0039492968,-0.0011967228,0.4863768116,0.0092870037,-0.0065913371,0.4747826087,0.0000366254,-0.0024267852,0.4411594203,0.0003785621,-0.0050922122,0.4481159420,-0.0024279955,-0.0226341304,0.4156521739
alpha_vol_adj_momentum_5d__liquidity_filtered,alpha_vol_adj_momentum_5d,liquidity_filtered,volatility_adjusted_momentum,factor_bucket,INSUFFICIENT_REFINED_FACTOR_EVIDENCE_REVIEW_ONLY,1521,50,120,-0.0020706009,-0.0017182131,0.4345825115,-0.0067517053,-0.0054844607,0.4168310322,-0.0265431050,-0.0231724138,0.3241288626,-0.0021116508,-0.0022854187,0.4201183432,-0.0107865433,-0.0094214440,0.3721236029,-0.0393028295,-0.0388404431,0.2616699540
alpha_vol_adj_momentum_5d__liquidity_filtered,alpha_vol_adj_momentum_5d,liquidity_filtered,volatility_adjusted_momentum,factor_bucket,LOW_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,1840,39,115,0.0000180351,-0.0011500867,0.4652173913,0.0014206512,-0.0030319584,0.4641304348,0.0035713875,-0.0191881972,0.4375000000,-0.0006353369,-0.0021530418,0.4260869565,-0.0021500835,-0.0071336646,0.4163043478,-0.0081436117,-0.0292362924,0.3842391304
alpha_vol_adj_momentum_5d__liquidity_filtered,alpha_vol_adj_momentum_5d,liquidity_filtered,volatility_adjusted_momentum,factor_bucket,MEDIUM_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,914,39,115,0.0015977668,-0.0010232120,0.4704595186,0.0037962020,-0.0007688431,0.4879649891,0.0004780873,-0.0178734578,0.4179431072,0.0009324632,-0.0006827590,0.4803063457,0.0001549674,-0.0043011219,0.4485776805,-0.0110548084,-0.0295786560,0.3741794311
alpha_vol_adj_momentum_5d__review_queue_conditioned,alpha_vol_adj_momentum_5d,review_queue_conditioned,volatility_adjusted_momentum,factor_quantile,1,345,13,115,0.0001442309,-0.0008278146,0.4782608696,0.0008616915,-0.0024875622,0.4782608696,-0.0040003561,-0.0311968236,0.3971014493,-0.0005091411,-0.0019711806,0.4550724638,-0.0027090431,-0.0079745603,0.4347826087,-0.0157153553,-0.0455616289,0.3420289855
alpha_vol_adj_momentum_5d__review_queue_conditioned,alpha_vol_adj_momentum_5d,review_queue_conditioned,volatility_adjusted_momentum,factor_quantile,2,345,13,115,0.0013150862,0.0000000000,0.4927536232,0.0056090502,0.0000000000,0.4956521739,0.0227833323,-0.0084822781,0.4753623188,0.0006617143,-0.0014978168,0.4666666667,0.0020383156,-0.0040507776,0.4608695652,0.0110683331,-0.0160900419,0.4347826087
alpha_vol_adj_momentum_5d__review_queue_conditioned,alpha_vol_adj_momentum_5d,review_queue_conditioned,volatility_adjusted_momentum,factor_quantile,3,230,13,115,-0.0000968237,-0.0022036575,0.4478260870,0.0046539211,-0.0029548698,0.4521739130,0.0096731783,-0.0158393566,0.4521739130,-0.0007501957,-0.0024877046,0.4478260870,0.0010831865,-0.0077837216,0.4043478261,-0.0020418208,-0.0330483425,0.4173913043
alpha_vol_adj_momentum_5d__review_queue_conditioned,alpha_vol_adj_momentum_5d,review_queue_conditioned,volatility_adjusted_momentum,factor_quantile,4,345,13,115,0.0016273744,-0.0008347245,0.4782608696,0.0046306426,0.0017497813,0.5130434783,0.0166671947,-0.0017487267,0.4927536232,0.0009740025,-0.0019377028,0.4666666667,0.0010599079,-0.0012820084,0.4811594203,0.0049521955,-0.0126858852,0.4608695652
alpha_vol_adj_momentum_5d__review_queue_conditioned,alpha_vol_adj_momentum_5d,review_queue_conditioned,volatility_adjusted_momentum,factor_quantile,5,230,13,115,0.0022351524,0.0012862233,0.5173913043,0.0120431878,0.0063669433,0.5086956522,0.0362684364,0.0244011934,0.5565217391,0.0015817804,-0.0015444783,0.4565217391,0.0084724532,-0.0032199933,0.4782608696,0.0245534372,0.0133279529,0.5434782609
alpha_vol_adj_momentum_5d__review_queue_conditioned,alpha_vol_adj_momentum_5d,review_queue_conditioned,volatility_adjusted_momentum,factor_bucket,HIGH_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,575,13,115,0.0018704856,0.0000000000,0.4939130435,0.0075956607,0.0028089888,0.5113043478,0.0245076913,0.0115325830,0.5182608696,0.0012171137,-0.0017474201,0.4626086957,0.0040249260,-0.0027892849,0.4800000000,0.0127926922,-0.0021118537,0.4939130435
alpha_vol_adj_momentum_5d__review_queue_conditioned,alpha_vol_adj_momentum_5d,review_queue_conditioned,volatility_adjusted_momentum,factor_bucket,INSUFFICIENT_REFINED_FACTOR_EVIDENCE_REVIEW_ONLY,4505,50,120,-0.0004489055,-0.0015178695,0.4521642619,-0.0011195100,-0.0037878788,0.4526082131,-0.0089102191,-0.0198019802,0.3986681465,-0.0008979631,-0.0020721946,0.4297447281,-0.0048612409,-0.0073364054,0.4077691454,-0.0209409973,-0.0320257285,0.3365149834
alpha_vol_adj_momentum_5d__review_queue_conditioned,alpha_vol_adj_momentum_5d,review_queue_conditioned,volatility_adjusted_momentum,factor_bucket,LOW_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,690,13,115,0.0007296586,-0.0002673436,0.4855072464,0.0032353709,-0.0012247443,0.4869565217,0.0093914881,-0.0177127904,0.4362318841,0.0000762866,-0.0019471714,0.4608695652,-0.0003353638,-0.0057722545,0.4478260870,-0.0023235111,-0.0322329730,0.3884057971
alpha_vol_adj_momentum_5d__review_queue_conditioned,alpha_vol_adj_momentum_5d,review_queue_conditioned,volatility_adjusted_momentum,factor_bucket,MEDIUM_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,230,13,115,-0.0000968237,-0.0022036575,0.4478260870,0.0046539211,-0.0029548698,0.4521739130,0.0096731783,-0.0158393566,0.4521739130,-0.0007501957,-0.0024877046,0.4478260870,0.0010831865,-0.0077837216,0.4043478261,-0.0020418208,-0.0330483425,0.4173913043
alpha_vol_adj_momentum_5d__risk_filtered,alpha_vol_adj_momentum_5d,risk_filtered,volatility_adjusted_momentum,factor_quantile,1,1134,50,115,-0.0003591980,-0.0013798746,0.4470899471,-0.0016037678,-0.0052085430,0.4329805996,-0.0115577367,-0.0277451348,0.3597883598,-0.0010422990,-0.0019631331,0.4250440917,-0.0051275075,-0.0084645692,0.3924162257,-0.0232474142,-0.0361704636,0.3227513228
alpha_vol_adj_momentum_5d__risk_filtered,alpha_vol_adj_momentum_5d,risk_filtered,volatility_adjusted_momentum,factor_quantile,2,1104,50,115,-0.0002755714,-0.0015054831,0.4583333333,-0.0016357198,-0.0047371569,0.4429347826,-0.0053938495,-0.0219322818,0.3949275362,-0.0009090132,-0.0026644955,0.4094202899,-0.0051201425,-0.0084306757,0.3885869565,-0.0170033636,-0.0333140371,0.3432971014
alpha_vol_adj_momentum_5d__risk_filtered,alpha_vol_adj_momentum_5d,risk_filtered,volatility_adjusted_momentum,factor_quantile,3,1087,50,115,0.0010602235,-0.0006226096,0.4737810488,0.0030959125,0.0000000000,0.4940202392,0.0014116396,-0.0132872708,0.4287028519,0.0003519773,-0.0008140260,0.4737810488,-0.0004528955,-0.0033814300,0.4581416743,-0.0104990960,-0.0240609549,0.3762649494
alpha_vol_adj_momentum_5d__risk_filtered,alpha_vol_adj_momentum_5d,risk_filtered,volatility_adjusted_momentum,factor_quantile,4,1104,50,115,0.0003224942,-0.0010515351,0.4701086957,0.0001300469,-0.0028469282,0.4610507246,-0.0067444354,-0.0172250785,0.4221014493,-0.0003109476,-0.0018990300,0.4483695652,-0.0033543758,-0.0057175943,0.4239130435,-0.0183539495,-0.0300979386,0.3586956522
alpha_vol_adj_momentum_5d__risk_filtered,alpha_vol_adj_momentum_5d,risk_filtered,volatility_adjusted_momentum,factor_quantile,5,1036,50,115,-0.0003166262,-0.0020082842,0.4536679537,-0.0010979174,-0.0061263388,0.4430501931,-0.0013368749,-0.0146403199,0.4295366795,-0.0010219656,-0.0036396924,0.4198841699,-0.0046519230,-0.0104576963,0.3996138996,-0.0129794223,-0.0309909010,0.3696911197
alpha_vol_adj_momentum_5d__risk_filtered,alpha_vol_adj_momentum_5d,risk_filtered,volatility_adjusted_momentum,factor_bucket,HIGH_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,2140,50,115,0.0000130882,-0.0015331547,0.4621495327,-0.0004644256,-0.0043296179,0.4523364486,-0.0041265697,-0.0158211913,0.4257009346,-0.0006551600,-0.0026246278,0.4345794393,-0.0039825342,-0.0075869817,0.4121495327,-0.0157520756,-0.0307604736,0.3640186916
alpha_vol_adj_momentum_5d__risk_filtered,alpha_vol_adj_momentum_5d,risk_filtered,volatility_adjusted_momentum,factor_bucket,INSUFFICIENT_REFINED_FACTOR_EVIDENCE_REVIEW_ONLY,535,50,110,-0.0017467395,-0.0013336297,0.4523364486,0.0072524134,0.0039741220,0.5383177570,0.0168486607,0.0046843394,0.5196261682,-0.0004867846,-0.0016691789,0.4560747664,0.0017090191,-0.0009608605,0.4878504673,0.0022429979,-0.0190566229,0.4317757009
alpha_vol_adj_momentum_5d__risk_filtered,alpha_vol_adj_momentum_5d,risk_filtered,volatility_adjusted_momentum,factor_bucket,LOW_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,2238,50,115,-0.0003179452,-0.0014576826,0.4526362824,-0.0016195296,-0.0049636930,0.4378909741,-0.0085171060,-0.0254839516,0.3771224307,-0.0009765495,-0.0023602843,0.4173369080,-0.0051238743,-0.0084603772,0.3905272565,-0.0201672391,-0.0344463214,0.3328865058
alpha_vol_adj_momentum_5d__risk_filtered,alpha_vol_adj_momentum_5d,risk_filtered,volatility_adjusted_momentum,factor_bucket,MEDIUM_REFINED_FACTOR_EXPOSURE_REVIEW_ONLY,1087,50,115,0.0010602235,-0.0006226096,0.4737810488,0.0030959125,0.0000000000,0.4940202392,0.0014116396,-0.0132872708,0.4287028519,0.0003519773,-0.0008140260,0.4737810488,-0.0004528955,-0.0033814300,0.4581416743,-0.0104990960,-0.0240609549,0.3762649494
