refined_factor_id,source_factor_id,refinement_type,factor_family,regime_label,row_count,valid_factor_value_count,unique_symbols,unique_trade_dates,regime_sample_size_status,mean_ic_1d,mean_ic_5d,mean_ic_20d,mean_rank_ic_1d,mean_rank_ic_5d,mean_rank_ic_20d,ic_positive_rate_1d,top_minus_bottom_excess_spread_1d,top_minus_bottom_excess_spread_5d,top_minus_bottom_excess_spread_20d,direction_status_1d,direction_status_5d,direction_status_20d,sign_flip_count,stable_window_count,unstable_window_count,regime_stability_status,regime_conditional_status,regime_conditional_reason,no_lookahead_status,non_actionable_disclaimer
alpha_downside_vol_adjusted_strength_20d__risk_filtered,alpha_downside_vol_adjusted_strength_20d,risk_filtered,downside_volatility_adjusted_signal,liquidity_stress_review_only,950,874,50,19,sufficient_regime_sample,0.0130039247,0.0679242111,0.0861551977,-0.0323809200,0.0396896667,0.1092756951,0.6666666667,0.0001056131,0.0027442721,0.0256364134,expected_direction_aligned,expected_direction_aligned,expected_direction_aligned,0,1,0,sign_stable,conditionally_useful,aligned_but_weak_or_partially_stable_regime_signal,passed_current_or_past_only,research_only
alpha_downside_vol_adjusted_strength_20d__risk_filtered,alpha_downside_vol_adjusted_strength_20d,risk_filtered,downside_volatility_adjusted_signal,mixed_uncertain_review_only,1900,1803,50,38,sufficient_regime_sample,0.0449372924,0.1183947839,0.0786417485,0.0225544010,0.0841807717,0.0183216009,0.5789473684,0.0027321850,0.0114225481,0.0193664571,expected_direction_aligned,expected_direction_aligned,expected_direction_aligned,0,4,0,sign_stable,conditionally_useful,aligned_stable_regime_signal_but_not_base_validated_candidate,passed_current_or_past_only,research_only
alpha_downside_vol_adjusted_strength_20d__risk_filtered,alpha_downside_vol_adjusted_strength_20d,risk_filtered,downside_volatility_adjusted_signal,risk_off_high_vol_review_only,850,808,50,17,sufficient_regime_sample,0.0121909651,0.0220640497,0.0228836009,-0.0204323780,-0.0203807045,-0.0609577595,0.5294117647,-0.0015135984,-0.0006267604,0.0033096234,inverse_signal_warning,inverse_signal_warning,expected_direction_aligned,1,1,1,sign_unstable,not_ready,conflicting_direction_across_horizons,passed_current_or_past_only,research_only
alpha_downside_vol_adjusted_strength_20d__risk_filtered,alpha_downside_vol_adjusted_strength_20d,risk_filtered,downside_volatility_adjusted_signal,risk_on_high_vol_review_only,1250,1158,50,25,sufficient_regime_sample,0.0180791136,0.0102365983,0.1442390259,0.0249476809,0.0164653336,0.1221718829,0.5200000000,0.0028918197,0.0067242262,0.0399410685,expected_direction_aligned,expected_direction_aligned,expected_direction_aligned,1,1,1,sign_unstable,not_ready,sign_unstable_across_windows,passed_current_or_past_only,research_only
alpha_downside_vol_adjusted_strength_20d__risk_filtered,alpha_downside_vol_adjusted_strength_20d,risk_filtered,downside_volatility_adjusted_signal,risk_on_low_vol_review_only,100,92,50,2,insufficient_regime_sample,-0.0472669446,0.1516493339,0.1249324505,-0.0504824719,0.1495290801,0.1800139461,0.5000000000,-0.0048579969,0.0079857154,0.0375542573,inverse_signal_warning,expected_direction_aligned,expected_direction_aligned,0,0,0,not_evaluable,not_ready,regime_sample_insufficient,passed_current_or_past_only,research_only
alpha_price_volume_confirmation_5d__downside_risk_filtered,alpha_price_volume_confirmation_5d,downside_risk_filtered,price_volume_confirmation,insufficient_composite_regime_evidence_review_only,950,687,50,19,insufficient_regime_evidence,0.0090080757,0.0853305573,0.0605956311,0.0345700633,0.0789957769,0.1189970335,0.5000000000,0.0022423659,0.0106803853,0.0376890932,expected_direction_aligned,expected_direction_aligned,expected_direction_aligned,1,1,1,sign_unstable,not_ready,regime_evidence_insufficient,passed_current_or_past_only,research_only
alpha_price_volume_confirmation_5d__downside_risk_filtered,alpha_price_volume_confirmation_5d,downside_risk_filtered,price_volume_confirmation,liquidity_stress_review_only,950,921,50,19,sufficient_regime_sample,-0.0291931629,0.0127998324,0.0569770327,-0.0010847899,-0.0384431376,0.0596516782,0.5263157895,0.0034864709,0.0082960841,0.0164727483,expected_direction_aligned,expected_direction_aligned,expected_direction_aligned,0,1,0,sign_stable,conditionally_useful,aligned_but_weak_or_partially_stable_regime_signal,passed_current_or_past_only,research_only
alpha_price_volume_confirmation_5d__downside_risk_filtered,alpha_price_volume_confirmation_5d,downside_risk_filtered,price_volume_confirmation,mixed_uncertain_review_only,1900,1821,50,38,sufficient_regime_sample,-0.0266420272,0.0586169111,0.0708784196,-0.0246354016,-0.0023846839,-0.0152385137,0.4210526316,0.0002021926,0.0016382377,-0.0059467860,expected_direction_aligned,expected_direction_aligned,inverse_signal_warning,1,3,1,sign_partially_stable,not_ready,conflicting_direction_across_horizons,passed_current_or_past_only,research_only
alpha_price_volume_confirmation_5d__downside_risk_filtered,alpha_price_volume_confirmation_5d,downside_risk_filtered,price_volume_confirmation,risk_off_high_vol_review_only,850,811,50,17,sufficient_regime_sample,-0.0326102748,-0.0621259977,-0.0107215754,-0.0613878412,-0.0830964098,-0.0843188396,0.4117647059,-0.0029049264,-0.0064448914,-0.0164078489,inverse_signal_warning,inverse_signal_warning,inverse_signal_warning,1,1,1,sign_unstable,not_ready,no_aligned_directional_evidence,passed_current_or_past_only,research_only
alpha_price_volume_confirmation_5d__downside_risk_filtered,alpha_price_volume_confirmation_5d,downside_risk_filtered,price_volume_confirmation,risk_on_high_vol_review_only,1250,1165,50,25,sufficient_regime_sample,0.0459586731,-0.0506836612,0.0582168106,0.0128037626,-0.0089539255,0.0788037996,0.6800000000,0.0005855293,0.0007027632,0.0320172081,expected_direction_aligned,expected_direction_aligned,expected_direction_aligned,0,2,0,sign_stable,conditionally_useful,aligned_stable_regime_signal_but_not_base_validated_candidate,passed_current_or_past_only,research_only
alpha_price_volume_confirmation_5d__downside_risk_filtered,alpha_price_volume_confirmation_5d,downside_risk_filtered,price_volume_confirmation,risk_on_low_vol_review_only,100,99,50,2,insufficient_regime_sample,-0.0665594108,0.1193301743,-0.0027749580,0.0385441236,-0.0195778808,-0.1231947130,0.5000000000,-0.0025534136,-0.0047305644,-0.0078083236,inverse_signal_warning,inverse_signal_warning,inverse_signal_warning,0,0,0,not_evaluable,not_ready,regime_sample_insufficient,passed_current_or_past_only,research_only
alpha_price_volume_confirmation_5d__horizon_specific,alpha_price_volume_confirmation_5d,horizon_specific,price_volume_confirmation,insufficient_composite_regime_evidence_review_only,950,690,50,19,insufficient_regime_evidence,0.0322402831,0.1053093740,0.0631990100,0.0396168590,0.0880494471,0.1190343312,0.5714285714,0.0023515687,0.0106852130,0.0374081700,expected_direction_aligned,expected_direction_aligned,expected_direction_aligned,1,1,1,sign_unstable,not_ready,regime_evidence_insufficient,passed_current_or_past_only,research_only
alpha_price_volume_confirmation_5d__horizon_specific,alpha_price_volume_confirmation_5d,horizon_specific,price_volume_confirmation,liquidity_stress_review_only,950,950,50,19,sufficient_regime_sample,-0.0296568936,-0.0103945807,0.0467766716,-0.0044247536,-0.0485818452,0.0408136597,0.5789473684,0.0036992382,0.0091839125,0.0151753192,expected_direction_aligned,expected_direction_aligned,expected_direction_aligned,0,1,0,sign_stable,conditionally_useful,aligned_but_weak_or_partially_stable_regime_signal,passed_current_or_past_only,research_only
alpha_price_volume_confirmation_5d__horizon_specific,alpha_price_volume_confirmation_5d,horizon_specific,price_volume_confirmation,mixed_uncertain_review_only,1900,1900,50,38,sufficient_regime_sample,-0.0470864197,0.0240186756,0.0522869729,-0.0283715731,-0.0120988311,-0.0222635104,0.3947368421,-0.0003468511,0.0004266285,-0.0062512069,inverse_signal_warning,expected_direction_aligned,inverse_signal_warning,0,4,0,sign_stable,not_ready,conflicting_direction_across_horizons,passed_current_or_past_only,research_only
alpha_price_volume_confirmation_5d__horizon_specific,alpha_price_volume_confirmation_5d,horizon_specific,price_volume_confirmation,risk_off_high_vol_review_only,850,850,50,17,sufficient_regime_sample,-0.0052365454,-0.0393393517,0.0283793678,-0.0465516026,-0.0662731683,-0.0629452889,0.3529411765,-0.0022626163,-0.0051585317,-0.0137450806,inverse_signal_warning,inverse_signal_warning,inverse_signal_warning,0,2,0,sign_stable,not_ready,no_aligned_directional_evidence,passed_current_or_past_only,research_only
alpha_price_volume_confirmation_5d__horizon_specific,alpha_price_volume_confirmation_5d,horizon_specific,price_volume_confirmation,risk_on_high_vol_review_only,1250,1250,50,25,sufficient_regime_sample,0.0366255921,-0.0531200645,0.0311418956,0.0147651437,-0.0079944545,0.0609378256,0.6400000000,0.0006803611,0.0001101471,0.0274265067,expected_direction_aligned,expected_direction_aligned,expected_direction_aligned,1,1,1,sign_unstable,not_ready,sign_unstable_across_windows,passed_current_or_past_only,research_only
alpha_price_volume_confirmation_5d__horizon_specific,alpha_price_volume_confirmation_5d,horizon_specific,price_volume_confirmation,risk_on_low_vol_review_only,100,100,50,2,insufficient_regime_sample,-0.0519833166,0.1043465076,-0.0072301381,0.0423260077,-0.0239468099,-0.1265937469,0.5000000000,-0.0034442532,-0.0019848748,-0.0034304841,inverse_signal_warning,inverse_signal_warning,inverse_signal_warning,0,0,0,not_evaluable,not_ready,regime_sample_insufficient,passed_current_or_past_only,research_only
alpha_price_volume_confirmation_5d__liquidity_filtered,alpha_price_volume_confirmation_5d,liquidity_filtered,price_volume_confirmation,insufficient_composite_regime_evidence_review_only,950,536,50,19,insufficient_regime_evidence,0.0518306203,0.1053606793,0.0228878233,0.0527962090,0.0775176428,0.0586999904,0.5714285714,0.0014743121,0.0109159352,0.0304781053,expected_direction_aligned,expected_direction_aligned,expected_direction_aligned,1,1,1,sign_unstable,not_ready,regime_evidence_insufficient,passed_current_or_past_only,research_only
alpha_price_volume_confirmation_5d__liquidity_filtered,alpha_price_volume_confirmation_5d,liquidity_filtered,price_volume_confirmation,liquidity_stress_review_only,950,741,50,19,sufficient_regime_sample,-0.0212246540,-0.0119636798,0.0377578356,-0.0001088684,-0.0611981573,0.0399734522,0.5789473684,0.0036175292,0.0056861391,0.0125174448,expected_direction_aligned,expected_direction_aligned,expected_direction_aligned,0,1,0,sign_stable,conditionally_useful,aligned_but_weak_or_partially_stable_regime_signal,passed_current_or_past_only,research_only
alpha_price_volume_confirmation_5d__liquidity_filtered,alpha_price_volume_confirmation_5d,liquidity_filtered,price_volume_confirmation,mixed_uncertain_review_only,1900,1482,50,38,sufficient_regime_sample,-0.0567553648,0.0424751560,0.0545269278,-0.0329607802,-0.0024179567,-0.0091746921,0.3684210526,-0.0007173940,0.0016654332,-0.0023190911,inverse_signal_warning,expected_direction_aligned,inverse_signal_warning,1,3,1,sign_partially_stable,not_ready,conflicting_direction_across_horizons,passed_current_or_past_only,research_only
alpha_price_volume_confirmation_5d__liquidity_filtered,alpha_price_volume_confirmation_5d,liquidity_filtered,price_volume_confirmation,risk_off_high_vol_review_only,850,663,50,17,sufficient_regime_sample,0.0069316940,-0.0391081636,0.0366008281,-0.0535435104,-0.0777386385,-0.0451083181,0.4705882353,-0.0030736328,-0.0050484400,-0.0058153760,inverse_signal_warning,inverse_signal_warning,inverse_signal_warning,0,2,0,sign_stable,not_ready,no_aligned_directional_evidence,passed_current_or_past_only,research_only
alpha_price_volume_confirmation_5d__liquidity_filtered,alpha_price_volume_confirmation_5d,liquidity_filtered,price_volume_confirmation,risk_on_high_vol_review_only,1250,975,50,25,sufficient_regime_sample,0.0533876455,-0.0507315065,0.0257335933,0.0225879370,0.0152397802,0.0768528314,0.6000000000,0.0024089616,0.0033409903,0.0304142112,expected_direction_aligned,expected_direction_aligned,expected_direction_aligned,1,1,1,sign_unstable,not_ready,sign_unstable_across_windows,passed_current_or_past_only,research_only
alpha_price_volume_confirmation_5d__liquidity_filtered,alpha_price_volume_confirmation_5d,liquidity_filtered,price_volume_confirmation,risk_on_low_vol_review_only,100,78,50,2,insufficient_regime_sample,-0.0365080641,0.0871011236,-0.0194389399,0.0226243617,-0.0663639465,-0.1059268913,0.5000000000,-0.0055184902,-0.0089192256,-0.0141692758,inverse_signal_warning,inverse_signal_warning,inverse_signal_warning,0,0,0,not_evaluable,not_ready,regime_sample_insufficient,passed_current_or_past_only,research_only
alpha_price_volume_confirmation_5d__review_queue_conditioned,alpha_price_volume_confirmation_5d,review_queue_conditioned,price_volume_confirmation,insufficient_composite_regime_evidence_review_only,950,3,50,19,insufficient_regime_evidence,,,,,,,,,,,not_evaluable,not_evaluable,not_evaluable,0,0,0,not_evaluable,not_ready,regime_evidence_insufficient,passed_current_or_past_only,research_only
alpha_price_volume_confirmation_5d__review_queue_conditioned,alpha_price_volume_confirmation_5d,review_queue_conditioned,price_volume_confirmation,liquidity_stress_review_only,950,29,50,19,insufficient_regime_sample,0.1123219980,-0.1328538725,-0.2958375225,0.0848194309,0.1859022417,-0.0505308802,0.5000000000,0.0186643399,0.0146729095,0.0053486214,expected_direction_aligned,expected_direction_aligned,expected_direction_aligned,0,0,0,not_evaluable,not_ready,regime_sample_insufficient,passed_current_or_past_only,research_only
alpha_price_volume_confirmation_5d__review_queue_conditioned,alpha_price_volume_confirmation_5d,review_queue_conditioned,price_volume_confirmation,mixed_uncertain_review_only,1900,79,50,38,insufficient_regime_sample,0.0761535030,-0.1254439841,0.0086119502,0.1438228514,-0.1651379651,-0.0966969235,0.6666666667,-0.0058814251,-0.0090416407,-0.0182383987,inverse_signal_warning,inverse_signal_warning,inverse_signal_warning,1,3,1,sign_partially_stable,not_ready,regime_sample_insufficient,passed_current_or_past_only,research_only
alpha_price_volume_confirmation_5d__review_queue_conditioned,alpha_price_volume_confirmation_5d,review_queue_conditioned,price_volume_confirmation,risk_off_high_vol_review_only,850,39,50,17,insufficient_regime_sample,0.5359150621,0.3342666856,0.3382244467,0.4706347417,0.3640607402,0.4451893387,0.8571428571,0.0119966982,0.0104861384,0.0779190586,expected_direction_aligned,expected_direction_aligned,expected_direction_aligned,0,2,0,sign_stable,not_ready,regime_sample_insufficient,passed_current_or_past_only,research_only
alpha_price_volume_confirmation_5d__review_queue_conditioned,alpha_price_volume_confirmation_5d,review_queue_conditioned,price_volume_confirmation,risk_on_high_vol_review_only,1250,85,50,25,insufficient_regime_sample,-0.1360677070,0.0875269488,0.0460008344,-0.2518502324,-0.0142712674,-0.0069083232,0.3750000000,0.0054413777,0.0129939049,-0.0066373168,expected_direction_aligned,expected_direction_aligned,inverse_signal_warning,0,2,0,sign_stable,not_ready,regime_sample_insufficient,passed_current_or_past_only,research_only
alpha_price_volume_confirmation_5d__review_queue_conditioned,alpha_price_volume_confirmation_5d,review_queue_conditioned,price_volume_confirmation,risk_on_low_vol_review_only,100,1,50,2,insufficient_regime_sample,,,,,,,,,,,not_evaluable,not_evaluable,not_evaluable,0,0,0,not_evaluable,not_ready,regime_sample_insufficient,passed_current_or_past_only,research_only
alpha_price_volume_confirmation_5d__risk_filtered,alpha_price_volume_confirmation_5d,risk_filtered,price_volume_confirmation,insufficient_composite_regime_evidence_review_only,950,681,50,19,insufficient_regime_evidence,0.0059530232,0.1034552284,0.0927739557,0.0372865598,0.0799070572,0.1343090929,0.5000000000,0.0018933886,0.0097183858,0.0379941096,expected_direction_aligned,expected_direction_aligned,expected_direction_aligned,1,1,1,sign_unstable,not_ready,regime_evidence_insufficient,passed_current_or_past_only,research_only
alpha_price_volume_confirmation_5d__risk_filtered,alpha_price_volume_confirmation_5d,risk_filtered,price_volume_confirmation,liquidity_stress_review_only,950,923,50,19,sufficient_regime_sample,-0.0285940292,-0.0302042680,0.0654805224,-0.0146378847,-0.0578210197,0.0496021791,0.4736842105,0.0032400605,0.0088244948,0.0151599649,expected_direction_aligned,expected_direction_aligned,expected_direction_aligned,0,1,0,sign_stable,conditionally_useful,aligned_but_weak_or_partially_stable_regime_signal,passed_current_or_past_only,research_only
alpha_price_volume_confirmation_5d__risk_filtered,alpha_price_volume_confirmation_5d,risk_filtered,price_volume_confirmation,mixed_uncertain_review_only,1900,1803,50,38,sufficient_regime_sample,-0.0266281589,0.0007158230,0.0356073308,-0.0310245625,-0.0169764087,-0.0278451999,0.4736842105,-0.0001787191,0.0005133097,-0.0078971990,inverse_signal_warning,expected_direction_aligned,inverse_signal_warning,3,1,3,sign_unstable,not_ready,conflicting_direction_across_horizons,passed_current_or_past_only,research_only
alpha_price_volume_confirmation_5d__risk_filtered,alpha_price_volume_confirmation_5d,risk_filtered,price_volume_confirmation,risk_off_high_vol_review_only,850,808,50,17,sufficient_regime_sample,0.0004758804,-0.0532134801,0.0023694522,-0.0353787189,-0.0616148768,-0.0816680143,0.5294117647,-0.0014507933,-0.0042886038,-0.0175890510,inverse_signal_warning,inverse_signal_warning,inverse_signal_warning,0,2,0,sign_stable,not_ready,no_aligned_directional_evidence,passed_current_or_past_only,research_only
alpha_price_volume_confirmation_5d__risk_filtered,alpha_price_volume_confirmation_5d,risk_filtered,price_volume_confirmation,risk_on_high_vol_review_only,1250,1158,50,25,sufficient_regime_sample,0.0258173318,-0.0616479243,-0.0016868234,0.0156680246,-0.0141517275,0.0427701072,0.6400000000,0.0002142646,-0.0017376638,0.0161038311,expected_direction_aligned,inverse_signal_warning,expected_direction_aligned,1,1,1,sign_unstable,not_ready,conflicting_direction_across_horizons,passed_current_or_past_only,research_only
alpha_price_volume_confirmation_5d__risk_filtered,alpha_price_volume_confirmation_5d,risk_filtered,price_volume_confirmation,risk_on_low_vol_review_only,100,92,50,2,insufficient_regime_sample,-0.0656402156,0.1109543423,-0.0115542878,0.0532986229,-0.0359586881,-0.1578574406,0.5000000000,-0.0009994897,-0.0046702821,-0.0009877169,inverse_signal_warning,inverse_signal_warning,inverse_signal_warning,0,0,0,not_evaluable,not_ready,regime_sample_insufficient,passed_current_or_past_only,research_only
alpha_risk_adjusted_relative_strength__downside_risk_filtered,alpha_risk_adjusted_relative_strength,downside_risk_filtered,risk_adjusted_alpha_candidate,insufficient_composite_regime_evidence_review_only,950,0,50,19,insufficient_regime_evidence,,,,,,,,,,,not_evaluable,not_evaluable,not_evaluable,0,0,0,not_evaluable,not_ready,regime_evidence_insufficient,passed_current_or_past_only,research_only
alpha_risk_adjusted_relative_strength__downside_risk_filtered,alpha_risk_adjusted_relative_strength,downside_risk_filtered,risk_adjusted_alpha_candidate,liquidity_stress_review_only,950,872,50,19,sufficient_regime_sample,-0.0080928603,0.0163639042,-0.0084162428,-0.0515259426,0.0128440574,0.0868529295,0.5000000000,0.0001303705,0.0021615869,0.0226666852,expected_direction_aligned,expected_direction_aligned,expected_direction_aligned,0,1,0,sign_stable,conditionally_useful,aligned_but_weak_or_partially_stable_regime_signal,passed_current_or_past_only,research_only
alpha_risk_adjusted_relative_strength__downside_risk_filtered,alpha_risk_adjusted_relative_strength,downside_risk_filtered,risk_adjusted_alpha_candidate,mixed_uncertain_review_only,1900,1821,50,38,sufficient_regime_sample,0.0824120079,0.1512722134,0.1153203349,0.0444395577,0.1284449919,0.0477918796,0.6578947368,0.0033354171,0.0148481514,0.0194922913,expected_direction_aligned,expected_direction_aligned,expected_direction_aligned,0,4,0,sign_stable,conditionally_useful,aligned_stable_regime_signal_but_not_base_validated_candidate,passed_current_or_past_only,research_only
alpha_risk_adjusted_relative_strength__downside_risk_filtered,alpha_risk_adjusted_relative_strength,downside_risk_filtered,risk_adjusted_alpha_candidate,risk_off_high_vol_review_only,850,811,50,17,sufficient_regime_sample,-0.0309855161,-0.0067906697,0.0382980950,-0.0226543518,-0.0416915404,-0.0547118829,0.4705882353,-0.0007729669,-0.0012585537,0.0057778844,inverse_signal_warning,inverse_signal_warning,expected_direction_aligned,1,1,1,sign_unstable,not_ready,conflicting_direction_across_horizons,passed_current_or_past_only,research_only
alpha_risk_adjusted_relative_strength__downside_risk_filtered,alpha_risk_adjusted_relative_strength,downside_risk_filtered,risk_adjusted_alpha_candidate,risk_on_high_vol_review_only,1250,1165,50,25,sufficient_regime_sample,0.0468403487,0.0876208192,0.2494609775,0.0500587717,0.0752751077,0.1903716137,0.6000000000,0.0035018941,0.0115625182,0.0522030026,expected_direction_aligned,expected_direction_aligned,expected_direction_aligned,1,1,1,sign_unstable,not_ready,sign_unstable_across_windows,passed_current_or_past_only,research_only
alpha_risk_adjusted_relative_strength__downside_risk_filtered,alpha_risk_adjusted_relative_strength,downside_risk_filtered,risk_adjusted_alpha_candidate,risk_on_low_vol_review_only,100,99,50,2,insufficient_regime_sample,-0.2330950075,0.0734898050,-0.0253572829,-0.0612780692,0.0517891442,0.0555732293,0.5000000000,-0.0037901913,0.0113864503,0.0274807670,inverse_signal_warning,expected_direction_aligned,expected_direction_aligned,0,0,0,not_evaluable,not_ready,regime_sample_insufficient,passed_current_or_past_only,research_only
alpha_risk_adjusted_relative_strength__horizon_specific,alpha_risk_adjusted_relative_strength,horizon_specific,risk_adjusted_alpha_candidate,insufficient_composite_regime_evidence_review_only,950,0,50,19,insufficient_regime_evidence,,,,,,,,,,,not_evaluable,not_evaluable,not_evaluable,0,0,0,not_evaluable,not_ready,regime_evidence_insufficient,passed_current_or_past_only,research_only
alpha_risk_adjusted_relative_strength__horizon_specific,alpha_risk_adjusted_relative_strength,horizon_specific,risk_adjusted_alpha_candidate,liquidity_stress_review_only,950,900,50,19,sufficient_regime_sample,-0.0086039650,0.0148079135,-0.0074895142,-0.0421790646,0.0238281979,0.0957342937,0.5000000000,-0.0002496708,0.0026231404,0.0248775659,inverse_signal_warning,expected_direction_aligned,expected_direction_aligned,0,1,0,sign_stable,not_ready,conflicting_direction_across_horizons,passed_current_or_past_only,research_only
alpha_risk_adjusted_relative_strength__horizon_specific,alpha_risk_adjusted_relative_strength,horizon_specific,risk_adjusted_alpha_candidate,mixed_uncertain_review_only,1900,1900,50,38,sufficient_regime_sample,0.0752497111,0.1385446989,0.1131337043,0.0412129466,0.1139091426,0.0427825867,0.6578947368,0.0034433018,0.0133255098,0.0173999624,expected_direction_aligned,expected_direction_aligned,expected_direction_aligned,0,4,0,sign_stable,conditionally_useful,aligned_stable_regime_signal_but_not_base_validated_candidate,passed_current_or_past_only,research_only
alpha_risk_adjusted_relative_strength__horizon_specific,alpha_risk_adjusted_relative_strength,horizon_specific,risk_adjusted_alpha_candidate,risk_off_high_vol_review_only,850,850,50,17,sufficient_regime_sample,-0.0352019067,-0.0071103495,0.0357108241,-0.0228888358,-0.0415435487,-0.0528578490,0.4705882353,-0.0013546217,-0.0014789919,0.0043323313,inverse_signal_warning,inverse_signal_warning,expected_direction_aligned,1,1,1,sign_unstable,not_ready,conflicting_direction_across_horizons,passed_current_or_past_only,research_only
alpha_risk_adjusted_relative_strength__horizon_specific,alpha_risk_adjusted_relative_strength,horizon_specific,risk_adjusted_alpha_candidate,risk_on_high_vol_review_only,1250,1250,50,25,sufficient_regime_sample,0.0496665295,0.0790636544,0.2424390218,0.0493906066,0.0638751354,0.1908993998,0.6000000000,0.0024314685,0.0079437312,0.0492129712,expected_direction_aligned,expected_direction_aligned,expected_direction_aligned,1,1,1,sign_unstable,not_ready,sign_unstable_across_windows,passed_current_or_past_only,research_only
alpha_risk_adjusted_relative_strength__horizon_specific,alpha_risk_adjusted_relative_strength,horizon_specific,risk_adjusted_alpha_candidate,risk_on_low_vol_review_only,100,100,50,2,insufficient_regime_sample,-0.2011529130,0.0651654154,-0.0285212285,-0.0580547799,0.0499389228,0.0534453782,0.5000000000,-0.0037195764,0.0121511118,0.0314997810,inverse_signal_warning,expected_direction_aligned,expected_direction_aligned,0,0,0,not_evaluable,not_ready,regime_sample_insufficient,passed_current_or_past_only,research_only
alpha_risk_adjusted_relative_strength__liquidity_filtered,alpha_risk_adjusted_relative_strength,liquidity_filtered,risk_adjusted_alpha_candidate,insufficient_composite_regime_evidence_review_only,950,0,50,19,insufficient_regime_evidence,,,,,,,,,,,not_evaluable,not_evaluable,not_evaluable,0,0,0,not_evaluable,not_ready,regime_evidence_insufficient,passed_current_or_past_only,research_only
alpha_risk_adjusted_relative_strength__liquidity_filtered,alpha_risk_adjusted_relative_strength,liquidity_filtered,risk_adjusted_alpha_candidate,liquidity_stress_review_only,950,702,50,19,sufficient_regime_sample,-0.0240601682,-0.0189067368,-0.0675678450,-0.0719628901,-0.0167678812,0.0186459739,0.3888888889,-0.0002397934,0.0021237231,0.0186119382,inverse_signal_warning,expected_direction_aligned,expected_direction_aligned,0,1,0,sign_stable,not_ready,conflicting_direction_across_horizons,passed_current_or_past_only,research_only
alpha_risk_adjusted_relative_strength__liquidity_filtered,alpha_risk_adjusted_relative_strength,liquidity_filtered,risk_adjusted_alpha_candidate,mixed_uncertain_review_only,1900,1482,50,38,sufficient_regime_sample,0.0644589456,0.1277636533,0.1016334960,0.0190655404,0.1023012998,0.0379554656,0.6315789474,0.0026019839,0.0127630888,0.0159227125,expected_direction_aligned,expected_direction_aligned,expected_direction_aligned,0,4,0,sign_stable,conditionally_useful,aligned_stable_regime_signal_but_not_base_validated_candidate,passed_current_or_past_only,research_only
alpha_risk_adjusted_relative_strength__liquidity_filtered,alpha_risk_adjusted_relative_strength,liquidity_filtered,risk_adjusted_alpha_candidate,risk_off_high_vol_review_only,850,663,50,17,sufficient_regime_sample,-0.0439615902,-0.0115557465,0.0379138141,-0.0380090498,-0.0481618347,-0.0478090021,0.4705882353,-0.0024162044,-0.0046935372,0.0047241876,inverse_signal_warning,inverse_signal_warning,expected_direction_aligned,1,1,1,sign_unstable,not_ready,conflicting_direction_across_horizons,passed_current_or_past_only,research_only
alpha_risk_adjusted_relative_strength__liquidity_filtered,alpha_risk_adjusted_relative_strength,liquidity_filtered,risk_adjusted_alpha_candidate,risk_on_high_vol_review_only,1250,975,50,25,sufficient_regime_sample,0.0437005246,0.0708896885,0.2451216519,0.0403236940,0.0636963028,0.2456032389,0.5600000000,0.0019434763,0.0084540515,0.0598527041,expected_direction_aligned,expected_direction_aligned,expected_direction_aligned,1,1,1,sign_unstable,not_ready,sign_unstable_across_windows,passed_current_or_past_only,research_only
alpha_risk_adjusted_relative_strength__liquidity_filtered,alpha_risk_adjusted_relative_strength,liquidity_filtered,risk_adjusted_alpha_candidate,risk_on_low_vol_review_only,100,78,50,2,insufficient_regime_sample,-0.2092590838,-0.0017273666,-0.0829880797,-0.0497975709,-0.0525333867,-0.0063765182,0.0000000000,-0.0049422653,-0.0067285435,-0.0003594930,inverse_signal_warning,inverse_signal_warning,inverse_signal_warning,0,0,0,not_evaluable,not_ready,regime_sample_insufficient,passed_current_or_past_only,research_only
alpha_risk_adjusted_relative_strength__review_queue_conditioned,alpha_risk_adjusted_relative_strength,review_queue_conditioned,risk_adjusted_alpha_candidate,insufficient_composite_regime_evidence_review_only,950,0,50,19,insufficient_regime_evidence,,,,,,,,,,,not_evaluable,not_evaluable,not_evaluable,0,0,0,not_evaluable,not_ready,regime_evidence_insufficient,passed_current_or_past_only,research_only
alpha_risk_adjusted_relative_strength__review_queue_conditioned,alpha_risk_adjusted_relative_strength,review_queue_conditioned,risk_adjusted_alpha_candidate,liquidity_stress_review_only,950,234,50,19,insufficient_regime_sample,-0.0303860067,0.0125005258,-0.1669856642,-0.0329905623,0.0753968254,-0.0030525031,0.4444444444,0.0004485057,0.0140471074,0.0136928807,expected_direction_aligned,expected_direction_aligned,expected_direction_aligned,0,1,0,sign_stable,not_ready,regime_sample_insufficient,passed_current_or_past_only,research_only
alpha_risk_adjusted_relative_strength__review_queue_conditioned,alpha_risk_adjusted_relative_strength,review_queue_conditioned,risk_adjusted_alpha_candidate,mixed_uncertain_review_only,1900,494,50,38,insufficient_regime_sample,0.1032155735,0.1875083976,0.1365676328,0.0628976287,0.2258530943,0.1359167149,0.7105263158,0.0061919343,0.0310099216,0.0414358481,expected_direction_aligned,expected_direction_aligned,expected_direction_aligned,0,4,0,sign_stable,not_ready,regime_sample_insufficient,passed_current_or_past_only,research_only
